Config ID,Heads,Sampling,Triplet Loss,Freeze Backbone,Batch Size,Mean 4-Fold F1,Ensemble Test F1 (game5),Epochs game2,Best F1 game2,Epochs game4,Best F1 game4,Epochs game6,Best F1 game6,Epochs game7,Best F1 game7
H2_S-50_50_T-new_F-False_B-32,2,50_50,new,False,32,58.68228092135968,86.23469278820323,75,35.919211872485384,43,72.70117033634584,44,34.202129345723414,89,91.90661213088406
